plan_codigo,materia_codigo,docente_codigo,dia,hora_inicio,hora_fin,modalidad,sede,comision,observaciones
LAB-2024,LAB41,afe9c51e-8a49-5d68-a54e-2a273642ffe9,LUNES,18:20,19:40,PRESENCIAL,SAN MIGUEL,,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB40,ada85d57-7c7e-4531-a381-1c2bdd336d2b,LUNES,19:40,21:10,PRESENCIAL,SAN MIGUEL,,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB42,1fc46d4b-377f-518f-be69-ff6cbe57a88e,MARTES,18:20,19:40,PRESENCIAL,SAN MIGUEL,,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB35,d758ccba-3df7-4d58-9a17-f4029c7c2a7f,MARTES,19:40,22:35,PRESENCIAL,SAN MIGUEL,,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB34,d758ccba-3df7-4d58-9a17-f4029c7c2a7f,MIERCOLES,18:20,19:40,PRESENCIAL,SAN MIGUEL,,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB42,1fc46d4b-377f-518f-be69-ff6cbe57a88e,MIERCOLES,19:40,22:35,PRESENCIAL,SAN MIGUEL,,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB34,d758ccba-3df7-4d58-9a17-f4029c7c2a7f,JUEVES,18:20,19:40,PRESENCIAL,SAN MIGUEL,,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB37,b2a44f50-5479-5294-aeb9-179d0b4fb4af,JUEVES,19:10,21:10,PRESENCIAL,SAN MIGUEL,,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB38,c4a5e6b2-eda9-4a53-b595-cdb8d0ed75ac,VIERNES,18:20,19:40,PRESENCIAL,SAN MIGUEL,,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB36,c4a5e6b2-eda9-4a53-b595-cdb8d0ed75ac,VIERNES,19:40,21:10,PRESENCIAL,SAN MIGUEL,,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB37,b2a44f50-5479-5294-aeb9-179d0b4fb4af,VIERNES,21:10,22:35,PRESENCIAL,SAN MIGUEL,,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB45,31692e9e-19fc-585b-b5ed-7e137ab38bcc,LUNES,18:20,19:40,PRESENCIAL,SAN MIGUEL,,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB44,afe9c51e-8a49-5d68-a54e-2a273642ffe9,LUNES,19:40,21:10,PRESENCIAL,SAN MIGUEL,,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB43,f7d15d6d-b702-4eba-8017-c643137dccce,LUNES,21:10,22:35,PRESENCIAL,SAN MIGUEL,,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB49,69226833-f4a9-5b95-88bf-1da21b738e13,MARTES,18:20,20:20,PRESENCIAL,SAN MIGUEL,,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB48,1fc46d4b-377f-518f-be69-ff6cbe57a88e,MARTES,20:30,21:10,PRESENCIAL,SAN MIGUEL,,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB45,31692e9e-19fc-585b-b5ed-7e137ab38bcc,MIERCOLES,18:20,20:20,PRESENCIAL,SAN MIGUEL,,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB49,69226833-f4a9-5b95-88bf-1da21b738e13,MIERCOLES,20:30,22:35,PRESENCIAL,SAN MIGUEL,,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB49,69226833-f4a9-5b95-88bf-1da21b738e13,JUEVES,18:20,20:20,PRESENCIAL,SAN MIGUEL,,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB47,1fc46d4b-377f-518f-be69-ff6cbe57a88e,JUEVES,20:30,22:35,PRESENCIAL,SAN MIGUEL,,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB46,b2a44f50-5479-5294-aeb9-179d0b4fb4af,VIERNES,18:20,20:20,PRESENCIAL,SAN MIGUEL,,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB49,69226833-f4a9-5b95-88bf-1da21b738e13,VIERNES,20:30,22:35,PRESENCIAL,SAN MIGUEL,,Laboratorio cargado desde planillas fuente 2015/2024.
