plan_codigo,materia_codigo,docente_codigo,rol_en_materia,estado_asignacion,vigencia_desde,vigencia_hasta,docente_reemplazado_codigo,requiere_mesa,observaciones
LAB-2015,LAB19,1fc46d4b-377f-518f-be69-ff6cbe57a88e,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2015,LAB20,31692e9e-19fc-585b-b5ed-7e137ab38bcc,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2015,LAB21,b2a44f50-5479-5294-aeb9-179d0b4fb4af,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2015,LAB22,1fc46d4b-377f-518f-be69-ff6cbe57a88e,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2015,LAB23,afe9c51e-8a49-5d68-a54e-2a273642ffe9,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2015,LAB24,69226833-f4a9-5b95-88bf-1da21b738e13,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB26,bbf0ba09-46a4-467e-a843-21806430a5af,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB27,b98717b3-a970-4da2-999d-d32bff2a0884,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB28,afe9c51e-8a49-5d68-a54e-2a273642ffe9,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB29,259b5051-9f85-491d-a0ce-57d50501ab18,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB30,31692e9e-19fc-585b-b5ed-7e137ab38bcc,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB31,69226833-f4a9-5b95-88bf-1da21b738e13,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB32,148d7f02-1791-4b52-b158-06f29259c292,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB33,69226833-f4a9-5b95-88bf-1da21b738e13,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB34,d758ccba-3df7-4d58-9a17-f4029c7c2a7f,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB35,d758ccba-3df7-4d58-9a17-f4029c7c2a7f,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB36,c4a5e6b2-eda9-4a53-b595-cdb8d0ed75ac,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB37,b2a44f50-5479-5294-aeb9-179d0b4fb4af,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB38,c4a5e6b2-eda9-4a53-b595-cdb8d0ed75ac,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB40,ada85d57-7c7e-4531-a381-1c2bdd336d2b,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB41,afe9c51e-8a49-5d68-a54e-2a273642ffe9,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB42,1fc46d4b-377f-518f-be69-ff6cbe57a88e,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB43,f7d15d6d-b702-4eba-8017-c643137dccce,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB44,afe9c51e-8a49-5d68-a54e-2a273642ffe9,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB45,31692e9e-19fc-585b-b5ed-7e137ab38bcc,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB46,b2a44f50-5479-5294-aeb9-179d0b4fb4af,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB47,1fc46d4b-377f-518f-be69-ff6cbe57a88e,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB48,1fc46d4b-377f-518f-be69-ff6cbe57a88e,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
LAB-2024,LAB49,69226833-f4a9-5b95-88bf-1da21b738e13,TITULAR,ACTIVO,,,,SI,Laboratorio cargado desde planillas fuente 2015/2024.
