alumno_codigo,carrera_codigo,plan_codigo,cohorte,anio_ingreso,anio_cursada,estado_trayectoria,vigente_desde,vigente_hasta,observaciones
42ac9594-380e-4c18-8bee-b525580ab2f0,TUR,TUR-PLAN,,,1,ACTIVO,,,Legajo 26433
3ab6104e-6b19-4ec4-98e0-a03de771c4a1,TUR,TUR-PLAN,,,1,ACTIVO,,,Legajo 26147
16714c82-a34b-4c43-942e-06a460300adc,TUR,TUR-PLAN,,,1,ACTIVO,,,Legajo 25828
65d4c1f5-348c-4186-8c3d-cf55fd01c1f6,TUR,TUR-PLAN,,,1,ACTIVO,,,Legajo 26578
7df81ec6-6770-4fa4-8f4e-dc3b43955ec5,TUR,TUR-PLAN,,,1,ACTIVO,,,Legajo 26478
6b0f2079-0b8b-4223-843b-0da866499f0e,TUR,TUR-PLAN,,,2,ACTIVO,,,Legajo 26456
4af884e2-28ce-469a-b5f3-466aa0530d93,TUR,TUR-PLAN,,,2,ACTIVO,,,Legajo 26346
5f9ae12a-0da3-46c6-8303-10f829c7079a,TUR,TUR-PLAN,,,2,ACTIVO,,,Legajo 26427
6e0a2622-83d1-4520-bacd-8d8e3bd12a75,TUR,TUR-PLAN,,,2,ACTIVO,,,Legajo 26693
c90493c4-3285-443c-be91-bb03f842d2a0,TUR,TUR-PLAN,,,2,ACTIVO,,,Legajo 26425
8aa9bf71-8317-41c7-be9a-37fd10d6f2db,TUR,TUR-PLAN,,,2,ACTIVO,,,Legajo 25764
cd31fc82-5310-4aff-b4a2-35f6cae95036,TUR,TUR-PLAN,,,3,ACTIVO,,,Legajo 26273
6a6922e0-d580-4f2d-ae80-eeb5371a07d2,TUR,TUR-PLAN,,,3,ACTIVO,,,Legajo 25696
cd14e657-152e-4240-98bf-9725bb885faa,TUR,TUR-PLAN,,,3,ACTIVO,,,Legajo 26460
e861f85a-3347-44d1-b34f-5793a0c92aec,TUR,TUR-PLAN,,,3,ACTIVO,,,Legajo 26483
e067df29-6d59-42b2-9961-0dd096e5ad31,TUR,TUR-PLAN,,,3,ACTIVO,,,Legajo 26424
7c5d1688-262f-48a3-82c0-c77ef04cd5f8,TUR,TUR-PLAN,,,3,ACTIVO,,,Legajo 26145
a06d8028-e824-4ebb-9201-aca1a5edede6,TUR,TUR-PLAN,,,3,ACTIVO,,,Legajo 26455
9cc2371a-b45c-4ee4-ad2a-df9d474604a3,TUR,TUR-PLAN,,,3,ACTIVO,,,Legajo 26473
64ebeb45-d164-4389-b4b4-946705ecd2d0,TUR,TUR-PLAN,,,3,ACTIVO,,,Legajo 25942
97f2f681-18bd-42fe-81bf-71cfb008a510,TUR,TUR-PLAN,,,3,ACTIVO,,,Legajo 26418
8a8be5a3-8f8e-42a2-b57b-3a75c4bb9e88,TUR,TUR-PLAN,,,3,ACTIVO,,,Legajo 26616
840fd9e7-c461-4faf-a6a0-829ced5ae876,TUR,TUR-PLAN,,,3,ACTIVO,,,Legajo 25908
